/home/migly-home/git/roborescue-v1.2/boot/logs
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
Still waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
TRACE startup : Appending 'rescuecore2.standard.kernel.DeadAgentsCommandFilter' to 'kernel.commandfilters'
TRACE startup : Appending 'rescuecore2.standard.kernel.BuriedAgentsCommandFilter' to 'kernel.commandfilters'
TRACE startup : Appending 'rescuecore2.standard.kernel.SingleCommandFilter' to 'kernel.commandfilters'
TRACE startup : Setting 'kernel.agents.registrar' to 'rescuecore2.standard.kernel.StandardAgentRegistrar'
TRACE startup : Setting 'kernel.startup.connect-time' to '300000'
TRACE startup : Setting 'kernel.gis.auto' to 'gis2.GMLWorldModelCreator'
TRACE startup : Setting 'kernel.perception.auto' to 'rescuecore2.standard.kernel.LineOfSightPerception'
TRACE startup : Setting 'kernel.communication.auto' to 'rescuecore2.standard.kernel.comms.ChannelCommunicationModel'
TRACE startup : Setting 'kernel.ui.components' to 'rescuecore2.standard.kernel.StandardWorldModelViewerComponent'
INFO startup : Looking for gis, perception, communication, agent, simulator and viewer implementations
INFO startup : Processing jar directory: /home/migly-home/git/roborescue-v1.2/boot/../jars
INFO startup : Processing ../jars/resq-fire.jar
DEBUG startup : Inspecting manifest...
INFO startup : Adding firesimulator.FireSimulatorWrapper to kernel.simulators
DEBUG startup : Looking for likely class names...
INFO startup : Processing ../jars/gis2.jar
DEBUG startup : Inspecting manifest...
DEBUG startup : Looking for likely class names...
INFO startup : Adding gis2.GMLWorldModelCreator to kernel.gis
INFO startup : Processing ../jars/clear.jar
DEBUG startup : Inspecting manifest...
DEBUG startup : Looking for likely class names...
INFO startup : Adding clear.ClearSimulator to kernel.simulators
INFO startup : Processing ../jars/human.jar
DEBUG startup : Inspecting manifest...
DEBUG startup : Looking for likely class names...
INFO startup : Adding human.ControlledAgentGUI$ControlViewer to kernel.viewers
INFO startup : Adding human.ControlledAmbulanceTeam to kernel.agents
INFO startup : Adding human.ControlledFireBrigade to kernel.agents
INFO startup : Adding human.ControlledPoliceForce to kernel.agents
INFO startup : Processing ../jars/sample.jar
DEBUG startup : Inspecting manifest...
INFO startup : Adding sample.SampleCivilian to kernel.agents
INFO startup : Adding sample.SampleFireBrigade to kernel.agents
INFO startup : Adding sample.SamplePoliceForce to kernel.agents
INFO startup : Adding sample.SampleAmbulanceTeam to kernel.agents
INFO startup : Adding sample.SampleCentre to kernel.agents
INFO startup : Adding sample.ChannelTestAgent to kernel.agents
INFO startup : Adding sample.CustomRegistryTestAgent to kernel.agents
DEBUG startup : Looking for likely class names...
INFO startup : No INSTANCE field in class sample.CustomRegistryTestAgent$CustomEntityFactory
INFO startup : Could not instantiate class sample.CustomRegistryTestAgent$CustomEntityFactory
INFO startup : Adding sample.SampleAmbulanceTeam to kernel.agents
INFO startup : Adding sample.SampleCentre to kernel.agents
INFO startup : Adding sample.SampleCivilian to kernel.agents
INFO startup : Adding sample.SampleFireBrigade to kernel.agents
INFO startup : Adding sample.SamplePoliceForce to kernel.agents
INFO startup : Adding sample.SampleSimulator to kernel.simulators
INFO startup : Adding sample.SampleViewer to kernel.viewers
INFO startup : Processing ../jars/traffic3.jar
DEBUG startup : Inspecting manifest...
DEBUG startup : Looking for likely class names...
INFO startup : Adding traffic3.simulator.TrafficSimulator to kernel.simulators
INFO startup : Processing ../jars/ignition.jar
DEBUG startup : Inspecting manifest...
DEBUG startup : Looking for likely class names...
INFO startup : Adding ignition.IgnitionSimulator to kernel.simulators
INFO startup : Processing ../jars/misc.jar
DEBUG startup : Inspecting manifest...
INFO startup : Adding misc.MiscSimulator to kernel.simulators
DEBUG startup : Looking for likely class names...
INFO startup : Adding misc.MiscSimulator to kernel.simulators
INFO startup : Processing ../jars/handy.jar
DEBUG startup : Inspecting manifest...
DEBUG startup : Looking for likely class names...
INFO startup : Processing ../jars/kernel.jar
DEBUG startup : Inspecting manifest...
DEBUG startup : Looking for likely class names...
INFO startup : Adding kernel.AbstractCommunicationModel to kernel.communication
INFO startup : Adding kernel.RemoteGISWorldModelCreator to kernel.gis
INFO startup : Processing ../jars/collapse.jar
DEBUG startup : Inspecting manifest...
INFO startup : Adding collapse.CollapseSimulator to kernel.simulators
DEBUG startup : Looking for likely class names...
INFO startup : Adding collapse.CollapseSimulator to kernel.simulators
INFO startup : Processing ../jars/standard.jar
DEBUG startup : Inspecting manifest...
DEBUG startup : Looking for likely class names...
INFO startup : Adding rescuecore2.standard.components.StandardSimulator to kernel.simulators
INFO startup : Adding rescuecore2.standard.components.StandardViewer to kernel.viewers
INFO startup : Registered entity factory 'rescuecore2.standard.entities.StandardEntityFactory' with registry System
INFO startup : Registered property factory 'rescuecore2.standard.entities.StandardPropertyFactory' with registry System
INFO startup : Adding rescuecore2.standard.kernel.LineOfSightPerception to kernel.perception
INFO startup : Adding rescuecore2.standard.kernel.StandardPerception to kernel.perception
INFO startup : Adding rescuecore2.standard.kernel.comms.ChannelCommunicationModel to kernel.communication
INFO startup : Adding rescuecore2.standard.kernel.comms.StandardCommunicationModel to kernel.communication
INFO startup : Registered message factory 'rescuecore2.standard.messages.StandardMessageFactory' with registry System
INFO startup : Processing ../jars/maps.jar
DEBUG startup : Inspecting manifest...
DEBUG startup : Looking for likely class names...
Waiting for 'Listening for connections'...
Still waiting for 'Listening for connections'...
Building (36873) floor:1 random:1
Building (45075) floor:3 random:4
Building (57365) floor:2 random:3
Building (49176) floor:1 random:1
Building (24601) floor:1 random:1
Building (61469) floor:1 random:1
Building (28702) floor:1 random:1
Building (53280) floor:2 random:3
Building (36902) floor:3 random:4
Building (41005) floor:3 random:4
Building (20528) floor:2 random:3
Building (45104) floor:3 random:4
Building (57396) floor:1 random:1
Building (49207) floor:2 random:3
Building (53309) floor:3 random:4
Building (28739) floor:1 random:2
Building (61511) floor:3 random:4
Building (36941) floor:1 random:1
Building (45135) floor:2 random:3
Building (57425) floor:3 random:4
Building (24660) floor:2 random:3
Building (41046) floor:1 random:1
Building (36956) floor:2 random:3
Building (20577) floor:2 random:3
Building (45156) floor:3 random:4
Building (61542) floor:2 random:3
Building (28776) floor:1 random:2
Building (57448) floor:3 random:4
Building (32874) floor:2 random:3
Building (41076) floor:3 random:4
Building (28793) floor:1 random:2
Building (53369) floor:1 random:2
Building (36991) floor:1 random:2
Building (57471) floor:1 random:2
Building (20613) floor:3 random:4
Building (61577) floor:2 random:3
Building (53392) floor:3 random:4
Building (41106) floor:1 random:2
Building (28824) floor:3 random:4
Building (49308) floor:3 random:4
Building (57500) floor:2 random:3
Building (61600) floor:1 random:2
Building (45222) floor:2 random:3
Building (57519) floor:2 random:3
Building (28848) floor:3 random:4
Building (53425) floor:2 random:3
Building (24756) floor:1 random:2
Building (32953) floor:1 random:2
Building (41145) floor:1 random:1
Building (45243) floor:1 random:1
Building (53440) floor:1 random:2
Building (49347) floor:2 random:3
Building (37065) floor:1 random:2
Building (28879) floor:1 random:2
Building (53455) floor:3 random:4
Building (32978) floor:2 random:3
Building (61658) floor:2 random:3
Building (57564) floor:3 random:4
Building (28894) floor:1 random:2
Building (53472) floor:1 random:2
Building (41192) floor:1 random:2
Building (37101) floor:2 random:3
Building (57581) floor:3 random:4
Building (49390) floor:1 random:1
Building (61685) floor:1 random:1
Building (28921) floor:1 random:1
Building (33025) floor:2 random:3
Building (20738) floor:1 random:1
Building (37131) floor:3 random:4
Building (57612) floor:1 random:1
Building (28948) floor:3 random:4
Building (33053) floor:1 random:1
Building (37150) floor:1 random:2
Building (24864) floor:3 random:4
Building (61730) floor:1 random:1
Building (53542) floor:2 random:3
Building (57647) floor:3 random:4
Building (24887) floor:3 random:4
Building (28983) floor:3 random:4
Building (61755) floor:2 random:3
Building (45373) floor:3 random:4
Building (49476) floor:1 random:2
Building (37189) floor:1 random:1
Building (53573) floor:2 random:3
Building (57672) floor:2 random:3
Building (20820) floor:1 random:2
Building (45398) floor:1 random:2
Building (61786) floor:1 random:2
Building (53598) floor:3 random:4
Building (41316) floor:1 random:1
Building (33127) floor:1 random:2
Building (37224) floor:2 random:3
Building (57705) floor:3 random:4
Building (49516) floor:1 random:2
Building (20847) floor:3 random:4
Building (45423) floor:2 random:3
Building (29040) floor:1 random:1
Building (61811) floor:2 random:3
Building (33146) floor:3 random:4
Building (45442) floor:1 random:1
Building (24963) floor:1 random:1
Building (41347) floor:2 random:3
Building (49539) floor:1 random:1
Building (53635) floor:3 random:4
Building (20874) floor:1 random:1
Building (61840) floor:3 random:4
Building (49566) floor:1 random:1
Building (45471) floor:2 random:3
Building (29089) floor:1 random:1
Building (53666) floor:3 random:4
Building (20903) floor:2 random:3
Building (25008) floor:3 random:4
Building (41392) floor:1 random:1
Building (61875) floor:3 random:4
Building (57791) floor:1 random:2
Building (29120) floor:1 random:2
Building (53701) floor:1 random:1
Building (20934) floor:1 random:1
Building (41419) floor:1 random:2
Building (61904) floor:1 random:1
Building (37331) floor:1 random:1
Building (29145) floor:1 random:1
Building (33242) floor:3 random:4
Building (20957) floor:3 random:4
Building (53732) floor:2 random:3
Building (25063) floor:1 random:2
Building (41448) floor:1 random:2
Building (61931) floor:2 random:3
Building (49648) floor:1 random:1
Building (20984) floor:2 random:3
Building (33281) floor:1 random:2
Building (61960) floor:1 random:1
Building (49674) floor:1 random:1
Building (53774) floor:1 random:2
Building (25110) floor:3 random:4
Building (41495) floor:1 random:2
Building (21020) floor:1 random:2
Building (33318) floor:1 random:1
Building (37415) floor:1 random:1
Building (29235) floor:3 random:4
Building (57907) floor:1 random:1
Building (21049) floor:3 random:4
Building (37440) floor:2 random:3
Building (33347) floor:1 random:2
Building (41542) floor:2 random:3
Building (45645) floor:3 random:4
Building (62032) floor:2 random:3
Building (29266) floor:3 random:4
Building (53844) floor:1 random:1
Building (57940) floor:3 random:4
Building (21077) floor:1 random:1
Building (25181) floor:3 random:4
Building (33376) floor:2 random:3
Building (41571) floor:1 random:1
Building (62053) floor:1 random:1
Building (21108) floor:3 random:4
Building (29303) floor:1 random:2
Building (49786) floor:2 random:3
Building (62080) floor:3 random:4
Building (33411) floor:2 random:3
Building (37508) floor:1 random:1
Building (21125) floor:2 random:3
Building (41606) floor:3 random:4
Building (29330) floor:1 random:2
Building (53906) floor:3 random:4
Building (49816) floor:1 random:1
Building (37533) floor:3 random:4
Building (33442) floor:2 random:3
Building (25256) floor:1 random:2
Building (41641) floor:1 random:2
Building (62127) floor:1 random:1
Building (45744) floor:1 random:1
Building (21182) floor:1 random:1
Building (37568) floor:2 random:3
Building (25281) floor:1 random:1
Building (45761) floor:1 random:1
Building (41668) floor:1 random:2
Building (62154) floor:3 random:4
Building (49871) floor:2 random:3
Building (21208) floor:2 random:3
Building (37599) floor:1 random:1
Building (41699) floor:3 random:4
Building (53988) floor:2 random:3
Building (25318) floor:1 random:1
Building (45798) floor:3 random:4
Building (62185) floor:3 random:4
Building (45811) floor:3 random:4
Building (21239) floor:1 random:2
Building (33530) floor:3 random:4
Building (41726) floor:1 random:1
Building (45822) floor:1 random:2
Building (58110) floor:1 random:1
Building (54016) floor:1 random:1
Building (37636) floor:1 random:2
Building (25353) floor:3 random:4
Building (49931) floor:1 random:2
Building (62230) floor:1 random:2
Building (33561) floor:3 random:4
Building (54041) floor:1 random:1
Building (41757) floor:1 random:2
Building (45853) floor:1 random:1
Building (58145) floor:1 random:2
Building (29477) floor:3 random:4
Building (21290) floor:1 random:1
Building (25393) floor:3 random:4
Building (45876) floor:2 random:3
Building (29496) floor:3 random:4
Building (62265) floor:1 random:2
Building (33594) floor:2 random:3
Building (49980) floor:1 random:1
Building (54076) floor:1 random:1
Building (58180) floor:1 random:1
Building (21321) floor:3 random:4
Building (25426) floor:2 random:3
Building (29523) floor:3 random:4
Building (33623) floor:2 random:3
Building (54105) floor:1 random:2
Building (58203) floor:2 random:3
Building (62313) floor:1 random:1
Building (58220) floor:1 random:1
Building (41837) floor:3 random:4
Building (29551) floor:1 random:1
Building (33654) floor:1 random:2
Building (50038) floor:1 random:2
Building (45946) floor:3 random:4
Building (25470) floor:2 random:3
Building (54142) floor:1 random:2
Building (21381) floor:3 random:4
Building (58247) floor:2 random:3
Building (29578) floor:1 random:1
Building (62348) floor:2 random:3
Building (50065) floor:1 random:1
Building (41874) floor:1 random:1
Building (25493) floor:2 random:3
Building (45975) floor:3 random:4
Building (54167) floor:1 random:2
Building (62371) floor:1 random:2
Building (21414) floor:1 random:2
Building (37798) floor:1 random:1
Building (29611) floor:3 random:4
Building (41905) floor:1 random:1
Building (58289) floor:2 random:3
Building (33718) floor:2 random:3
Building (21431) floor:2 random:3
Building (46010) floor:2 random:3
Building (37822) floor:3 random:4
Building (54207) floor:1 random:2
Building (62400) floor:3 random:4
Building (50114) floor:1 random:2
Building (37841) floor:3 random:4
Building (62425) floor:3 random:4
Building (41946) floor:1 random:1
Building (33755) floor:1 random:2
Building (25565) floor:2 random:3
Building (46045) floor:1 random:2
Building (54240) floor:1 random:2
Building (29667) floor:3 random:4
Building (21478) floor:3 random:4
Building (58342) floor:1 random:1
Building (50157) floor:3 random:4
Building (54253) floor:2 random:3
Building (37876) floor:1 random:1
Building (41977) floor:3 random:4
Building (46074) floor:3 random:4
Building (25598) floor:3 random:4
Building (33790) floor:1 random:1
Building (50180) floor:3 random:4
Building (58383) floor:3 random:4
Building (46099) floor:1 random:2
Building (50199) floor:1 random:2
Building (54298) floor:1 random:2
Building (29723) floor:3 random:4
Building (42014) floor:1 random:2
Building (25635) floor:1 random:2
Building (58412) floor:1 random:1
Building (46128) floor:1 random:1
Building (21555) floor:1 random:2
Building (29749) floor:1 random:1
Building (58423) floor:3 random:4
Building (50234) floor:3 random:4
Building (37954) floor:1 random:2
Building (42057) floor:3 random:4
Building (50259) floor:2 random:3
Building (21592) floor:1 random:1
Building (58456) floor:1 random:1
Building (54365) floor:2 random:3
Building (46177) floor:3 random:4
Building (25705) floor:3 random:4
Building (54388) floor:1 random:2
Building (50296) floor:1 random:2
Building (21629) floor:1 random:1
Building (29821) floor:3 random:4
Building (46207) floor:1 random:1
Building (58497) floor:3 random:4
Building (33923) floor:3 random:4
Building (38020) floor:1 random:2
Building (54405) floor:1 random:1
Building (42129) floor:2 random:3
Building (54422) floor:3 random:4
Building (38043) floor:1 random:2
Building (62621) floor:2 random:3
Building (21666) floor:1 random:1
Building (33954) floor:3 random:4
Building (50338) floor:3 random:4
Building (29862) floor:3 random:4
Building (33967) floor:2 random:3
Building (54452) floor:3 random:4
Building (62644) floor:2 random:3
Building (21695) floor:3 random:4
Building (46273) floor:1 random:1
Building (25809) floor:1 random:2
Building (46294) floor:2 random:3
Building (34009) floor:2 random:3
Building (29928) floor:1 random:1
Building (58600) floor:1 random:2
Building (50412) floor:3 random:4
Building (46317) floor:1 random:2
Building (25844) floor:3 random:4
Building (38135) floor:2 random:3
